ALIAS_MATCH,GeneID:100036607,sgk2,SGK3
ALIAS_MATCH,GeneID:100036637,stk3,STK24
ALIAS_MATCH,GeneID:100036672,brms1,BRMS1L
ALIAS_MATCH,GeneID:100036682,slit1,SLIT3
ALIAS_MATCH,GeneID:100036718,bcam,BCAT2
ALIAS_MATCH,GeneID:100036740,gip,GNAI2
ALIAS_MATCH,GeneID:100037914,mip,TNPO1
ALIAS_MATCH,GeneID:100038059,not,NR4A2
ALIAS_MATCH,GeneID:100038082,fzd3,FZD9
ALIAS_MATCH,GeneID:100038120,ccnl1,MCM2
ALIAS_MATCH,GeneID:100038156,pkd2,PRKD2
ALIAS_MATCH,GeneID:100038161,mga,MGAM
ALIAS_MATCH,GeneID:100038191,avp,NLRP3
ALIAS_MATCH,GeneID:100101713,pbx2,PBX2P1
ALIAS_MATCH,GeneID:100101777,rassf4,RIN2
ALIAS_MATCH,GeneID:100101779,tcf3,TCF7L1
ALIAS_MATCH,GeneID:100124719,eif3a,EIF6
ALIAS_MATCH,GeneID:100124750,fas,FASN
ALIAS_MATCH,GeneID:100124752,hk1,KCNA4
ALIAS_MATCH,GeneID:100124770,aip,AURKAIP1
ALIAS_MATCH,GeneID:100124772,rab41,RAB43
ALIAS_MATCH,GeneID:100124777,tcf4,TCF7L2
ALIAS_MATCH,GeneID:100124857,mrps28,MRPS35
ALIAS_MATCH,GeneID:100124876,rnaseh1,RNASEH1P1
ALIAS_MATCH,GeneID:100124881,ttc30a,IFT70A
ALIAS_MATCH,GeneID:100124900,rs1,RSC1A1
ALIAS_MATCH,GeneID:100124905,gck,MAP4K2
ALIAS_MATCH,GeneID:100125002,fam189b,ENTREP3
ALIAS_MATCH,GeneID:100125119,cad,DFFB
ALIAS_MATCH,GeneID:100125159,ptpa,PTPRA
ALIAS_MATCH,GeneID:100125194,brf2,ZFP36L2
ALIAS_MATCH,GeneID:100125783,bach1,BRIP1
ALIAS_MATCH,GeneID:100127178,agt,AGXT
ALIAS_MATCH,GeneID:100127204,creb3,CREB3L4
ALIAS_MATCH,GeneID:100127690,sap130,SF3B3
ALIAS_MATCH,GeneID:100134996,mif,S100A9
ALIAS_MATCH,GeneID:100135016,nr1h5,NR1H5P
ALIAS_MATCH,GeneID:100135074,ptpro,PTPRU
ALIAS_MATCH,GeneID:100135099,me3,PCDHGA5
ALIAS_MATCH,GeneID:100135269,cpd,HOMER2
ALIAS_MATCH,GeneID:100135385,fah,FANCA
ALIAS_MATCH,GeneID:100135731,pak1,PKN1
ALIAS_MATCH,GeneID:100135743,cabp1,S100G
ALIAS_MATCH,GeneID:100141482,pkr2,PROKR2
ALIAS_MATCH,GeneID:100144285,bri3,ITM2C
ALIAS_MATCH,GeneID:100144680,lgals2,LGALS3
ALIAS_MATCH,GeneID:100144939,pgam1,PGAM4
ALIAS_MATCH,GeneID:100144967,cpa6,CYP2A6
ALIAS_MATCH,GeneID:100145068,spr,TACR1
ALIAS_MATCH,GeneID:100145129,pak5,PAK6
ALIAS_MATCH,GeneID:100145131,linc02867,STUB1-DT
ALIAS_MATCH,GeneID:100145146,arhgap10,ARHGAP21
ALIAS_MATCH,GeneID:100145371,cast,POLR1G
ALIAS_MATCH,GeneID:100145633,pom121,POMZP3
ALIAS_MATCH,GeneID:100145682,pan2,RDH14
ALIAS_MATCH,GeneID:100145699,hk2,KIF2A
ALIAS_MATCH,GeneID:100145715,eif2a,EIF2S1
ALIAS_MATCH,GeneID:100145746,has1,HNF1A-AS1
ALIAS_MATCH,GeneID:100145767,gla,NAT8
ALIAS_MATCH,GeneID:100145790,hs3st5,HS3ST6
ALIAS_MATCH,GeneID:100145814,srgap2,SRGAP3
ALIAS_MATCH,GeneID:100158506,cps1,CYP21A2
ALIAS_MATCH,GeneID:100158545,ttll5,TTLL10
ALIAS_MATCH,GeneID:100170163,naf1,TNIP1
ALIAS_MATCH,GeneID:100170164,dlg2,MPP2
ALIAS_MATCH,GeneID:100170447,ak3,AK4
ALIAS_MATCH,GeneID:100170564,arfgap1,ARFGAP3
ALIAS_MATCH,GeneID:100170587,drc3,EPS8L1
ALIAS_MATCH,GeneID:100170638,brf1,ZFP36L1
ALIAS_MATCH,GeneID:100216169,skp2,UXT
ALIAS_MATCH,GeneID:100216245,fam172b,FAM172BP
ALIAS_MATCH,GeneID:100216262,ebp,SH3D19
ALIAS_MATCH,GeneID:100216283,cmah,CMAHP
ALIAS_MATCH,GeneID:100271748,dmp1,DMTF1
ALIAS_MATCH,GeneID:100271754,arc,NOL3
ALIAS_MATCH,GeneID:100271763,lig1,LRIG1
ALIAS_MATCH,GeneID:100335055,t2r2,TAS2R2P
ALIAS_MATCH,GeneID:100335056,t2r3,TAS2R3
ALIAS_MATCH,GeneID:100335057,t2r4,TAS2R4
ALIAS_MATCH,GeneID:100335058,t2r5,TAS2R5
ALIAS_MATCH,GeneID:100335059,t2r6,TAS2R6P
ALIAS_MATCH,GeneID:100335060,t2r7,TAS2R7
ALIAS_MATCH,GeneID:100335061,t2r8,TAS2R8
ALIAS_MATCH,GeneID:100335062,t2r9,TAS2R9
ALIAS_MATCH,GeneID:100335063,t2r10,TAS2R10
ALIAS_MATCH,GeneID:100335065,t2r13,TAS2R13
ALIAS_MATCH,GeneID:100335066,t2r14,TAS2R14
ALIAS_MATCH,GeneID:100335067,t2r15,TAS2R15P
ALIAS_MATCH,GeneID:100335070,t2r19,TAS2R19
ALIAS_MATCH,GeneID:100335071,t2r20,TAS2R20
ALIAS_MATCH,GeneID:100335073,t2r22,TAS2R22P
ALIAS_MATCH,GeneID:100335074,t2r23,TAS2R19
ALIAS_MATCH,GeneID:100335075,t2r24,TAS2R42
ALIAS_MATCH,GeneID:100335079,t2r30,TAS2R30
ALIAS_MATCH,GeneID:100335085,t2r36,TAS2R36
ALIAS_MATCH,GeneID:100335086,t2r37,TAS2R37
ALIAS_MATCH,GeneID:100335099,t2r52,TAS2R43
ALIAS_MATCH,GeneID:100335100,t2r53,TAS2R31
ALIAS_MATCH,GeneID:100379682,pld1,PRKCSH
ALIAS_MATCH,GeneID:100379734,gls,GLS2
ALIAS_MATCH,GeneID:100379818,ten1,TENM1
ALIAS_MATCH,GeneID:100379894,cenpc,CENPCP1
ALIAS_MATCH,GeneID:100380020,rp2,STK19B
ALIAS_MATCH,GeneID:100380041,rbp2,RIMBP2
ALIAS_MATCH,GeneID:100380042,dlg3,MPP3
ALIAS_MATCH,GeneID:100380188,narf,RNF138
ALIAS_MATCH,GeneID:100380193,myo1c,MYO1E
ALIAS_MATCH,GeneID:100485031,gab1,PIGU
ALIAS_MATCH,GeneID:100485186,c7,CXCL10
ALIAS_MATCH,GeneID:100485532,atf2,GDNF
ALIAS_MATCH,GeneID:100485566,lamb2,LAMC1
ALIAS_MATCH,GeneID:100485584,grip1,NCOA2
ALIAS_MATCH,GeneID:100485633,cdh3,CDH15
ALIAS_MATCH,GeneID:100485660,cat1,CRAT
ALIAS_MATCH,GeneID:100485722,slc26a10,SLC26A10P
ALIAS_MATCH,GeneID:100485736,mas1,PMPCB
ALIAS_MATCH,GeneID:100485867,ocm1,OCM
ALIAS_MATCH,GeneID:100485911,KIAA1257,CFAP92
